Agency_Id,Site_Id,Site_CreateFormsetDeploymentId,Site_EditAccountId,Site_EditPortalId,Site_EditFormsetDeploymentId,Site_CreateStamp,Site_EditStamp,Site_AuditStamp,Site_Status,SiteSystem_ContentBlock13,SiteSystem_Name,SiteSystem_Aka,SiteSystem_Fax,SiteCustom_FaxNumberDetails,SiteCustom_TddPhoneNumber,SiteCustom_TddPhoneNumberDetails,SiteSystem_Websiteurl,SiteSystem_EmailAddress,SiteSystem_AdaAccess,SiteCustom_HoursOfOperation,SiteSystem_PhoneMain,SiteCustom_MainPhoneName,SiteCustom_MainPhoneDescription,SiteCustom_PhoneNumber2,SiteCustom_PhoneNumber2Name,SiteCustom_PhoneNumber2Description,SiteCustom_PhoneNumber3,SiteCustom_PhoneNumber3Name,SiteCustom_PhoneNumber3Description,SiteCustom_PhoneNumber4,SiteCustom_PhoneNumber4Name,SiteCustom_PhoneNumber4Description,SiteAddressus_SiteAddressus_id,SiteAddressus_SiteAddressus_address_1,SiteAddressus_SiteAddressus_address_2,SiteAddressus_SiteAddressus_city,SiteAddressus_SiteAddressus_county,SiteAddressus_SiteAddressus_state,SiteAddressus_SiteAddressus_zip,SiteAddressus_SiteAddressus_country,SiteAddressus_SiteAddressus_notes,SiteAddressus_SiteAddressus_latitude,SiteAddressus_SiteAddressus_longitude,SiteAddressus_MailingAddress_id,SiteAddressus_MailingAddress_address_1,SiteAddressus_MailingAddress_address_2,SiteAddressus_MailingAddress_city,SiteAddressus_MailingAddress_county,SiteAddressus_MailingAddress_state,SiteAddressus_MailingAddress_zip,SiteAddressus_MailingAddress_country,SiteAddressus_MailingAddress_notes,SiteAddressus_MailingAddress_latitude,SiteAddressus_MailingAddress_longitude,SiteOption_Status,SiteSystem_SiteStaffNotes,SiteOption_RecordOwner,SiteSystem_DataSourceCode,SiteCustom_ExcludeFromDirectory,SiteCustom_PreferredProvider,SiteCustom_LastVerifiedOn,SiteCustom_LastVerifiedTitle,SiteSystem_EditNotes,SiteSystem_StaffNotes,SiteCustom_TemporaryMessage,SiteCustom_TemporaryMessageStart,SiteCustom_TemporaryMessageEnd,SiteCustom_EnteredOn,SiteSystem_DateOfLastCompleteUpdate,SiteSystem_LastEditDate,SiteCustom_MadeInactiveOn
3909,11618,150,25,1,150,2023-08-30 17:50:48,2023-08-31 16:11:39,,active,,Inactive,Creedmoor Elementary School,512-386-3955,,,,,,Location is accessible to people with disabilities,,512-386-3950,Creedmor Elementary,,,,,,,,,,,46470,5604 FM 1327,,Creedmor,,TX,78610,US,,30.084074,-97.843827,46469,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2017/06/26,,,,,,,,,2017/06/26,2019/06/04
3909,11619,150,397,1,122,2023-08-30 17:50:48,2024-06-27 16:19:18,,active,,Administrative Office,,512-386-3150,,,,https://www.dvisd.net/,dvisd.communications@dvisd.net,Location is accessible to people with disabilities,Summer hours may vary; call for information,512-386-3000,Administration,,,,,,,,,,,46474,5301 Ross Rd,,Del Valle,Travis,TX,78617,US,,30.15102,-97.59444,46473,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/06/27,,"6/27/2024 AA web update, added web address and email address
5/17/2023 LT web update
5/12/2022 lt web update 
4/12/2021 se Web Update",,,,,,2024/06/27,2024/06/27,
3909,11620,150,25,1,150,2023-08-30 17:50:48,2023-08-31 16:11:40,,active,,Inactive,,512-386-3179,,,,,,Location is accessible to people with disabilities,,512-386-3180,DAEP Campus,,,,,,,,,,,46478,4305 McKinney Falls Pkwy,,Austin,Travis,TX,78744,US,,30.14568,-97.70022,46477,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2023/05/17,,,5/17/2023 LT web update; inactivated since no associated record 5/12/2022 lt web update 4/12/2021 se Web Update,,,,,,2023/05/17,2023/05/17
3909,36104,150,25,1,150,2023-08-31 12:58:27,2023-08-31 12:58:27,,active,,Del Valle High School,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,144405,5201 Ross Road,,Del Valle,Travis,TX,78617,US,,30.15102,-97.59444,144404,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2023/07/26,Christopher Weddle,,7/26/2023 LT added for 2023 back to school program,,,,2023/07/26,2023/07/26,2023/07/26,2023/08/07
3910,11621,150,77,1,122,2023-08-30 17:50:48,2024-03-21 17:02:22,,active,,Deliverance Temple Worship Center,Office,,,,,,,Location is accessible to people with disabilities,,737-202-4470,Office,,,,,,,,,,,46482,1607 Dessau Ridge Ln,,Austin,Travis,TX,78754,US,,30.40001,-97.64163,46481,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/03/21,Administrator,3/21/2024 MR updated over the phone. 11/7/2022 MR updated ph# per Chrisella9/16/2022: MR Updated phone number per FB page. Previous number 737-202-4470 mailbox is full. 6/26/21 sn - Completed via em update (did not hear back on all questions but completed after multiple attempts).,,,,,2020/07/31,2024/03/21,2024/03/21,
3911,11622,150,25,1,150,2023-08-30 17:50:49,2023-08-31 16:11:40,,active,,Dell Children's Medical Center,,,,,,,DCMCIP@ascension.org,Location is accessible to people with disabilities,,,,,,,,,,,,,,46486,Dell Children's Medical Center,4900 Mueller Blvd,Austin,Travis,TX,78723,US,,30.307418,-97.683871,46485,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2020/03/03,Injury Prevention Manager,,3/3/2020 ch - Site is no longer included in program records since caller may not go to location for services; inactivated and kept record in case needed in future and for administrative phone lines.,,,,,,2020/03/03,2020/03/03
3911,11623,150,25,1,150,2023-08-30 17:50:49,2023-08-31 16:11:40,,active,,Simply Safety Store,,,,,,,,Location is accessible to people with disabilities,,512-324-0916,Simply Safety Store,,,,,,,,,,,46490,1301 Barbara Jordan Blvd,,Austin,Travis,TX,78723,US,,30.30539,-97.70708,46489,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2020/03/03,Injury Prevention Manager,,3/3/2020 ch - Stewart requested we inactivate record because it is not available; they are looking for a new site,,,,2018/01/03,,2020/03/03,2020/03/03
3911,37083,122,58,1,122,2023-11-28 17:52:32,2024-05-09 09:52:21,,active,,No physical site,,,,,,,,N/A,,512-324-8687,Kids in Cars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,,,2024/05/09,,"5/9/24 se updated, added phone number from previously inactivated recor
11/27/23 se added",,,,,,2024/05/09,2024/05/09,
3937,11654,150,25,1,150,2023-08-30 17:50:57,2023-08-31 16:11:41,,active,,Headquarters,,,,,,,,,,,,,,,,,,,,,,46614,5139 Little Road,,New Port Richey,Pasco,FL,34655,US,,28.23389,-82.66734,46613,8383 Seminole Blvd,Ste A,Seminole,,FL,33772,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2019/04/30,Community Information Coordinator,,"Previous mailing address 5139 Little Rd, New Port Richey, FL - MR 4/30/2019",,,,,,2019/04/30,
3967,36710,122,40,1,122,2023-10-05 14:50:30,2024-07-22 10:59:59,,active,,No Physical Site,,,,,,,,No Physical Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Active""]",,"[""TIRN""]",,,,2024/07/22,,,,,,,2023/10/05,,2023/10/05,
4024,11801,150,53,1,122,2023-08-30 17:51:38,2024-04-12 14:50:14,,active,,Administrative Office,,979-884-0106,,,,https://www.dimeboxisd.net/,,Location is accessible to people with disabilities,,979-884-3366,Administrative Line,,,,,,,,,,,47202,1079 Stephen F Austin Blvd,,Dime Box,Lee,TX,77853,US,,30.170807,-96.978291,47201,1079 Stephen F Austin Blvd,,Dime Box,,TX,77853,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/04/12,,4/12/24 sn - Completed via web update and sent em,,,,,,2024/04/12,2024/04/12,
4035,11856,150,40,1,122,2023-08-30 17:51:53,2024-06-05 14:14:19,,active,,South Texas Regional Office,,,,,,https://www.disabilityrightstx.org,,Location is accessible to people with disabilities,,210-737-0499,Regional Office,,,,,,,,,,,47422,No Physical Address,,,,,,US,,0,0,47421,,,,,TX,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/06/05,Program Specialist I,web verified - SAL 09/20/2021,,,,,,,2023/06/14,
4035,11857,150,40,1,122,2023-08-30 17:51:53,2024-06-05 14:13:58,,active,,North Texas Regional Office,,,,,,http://www.disabilityrightstx.org/,,Location is accessible to people with disabilities,,214-630-0916,Regional Office,,,,,,,,,,,47426,No Physical Address,,,,AL,,US,,0,0,47425,,,,,TX,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/06/05,Program Specialist I,web verified - SAL 09/20/2021,,,,,,,2023/06/14,
4035,11858,150,40,1,122,2023-08-30 17:51:53,2024-06-05 14:10:42,,active,,Central Texas Regional Office/Headquarters,,,,,,http://www.disabilityrightstx.org/,,Location is accessible to people with disabilities,,512-454-4816,Regional Office,,,,,,,,,,,47430,2222 W Braker Ln,,Austin,Travis,TX,78758,US,,30.377566,-97.708694,47429,2222 W Braker Ln,,Austin,,TX,78758,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/06/05,Program Specialist I,web verified - SAL 09/20/2021,,,,,,,2023/06/14,
4035,11859,150,40,1,122,2023-08-30 17:51:54,2024-06-05 14:12:32,,active,,East Texas Regional Office,,,,,,https://www.disabilityrightstx.org,,Location is accessible to people with disabilities,,713-974-7691,Regional Office,,,,,,,,,,,47434,No Physical Location,,,,,,US,,0,0,47433,,,,,TX,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/06/05,Program Specialist I,web verified - SAL 09/20/2021,,,,,,,2023/06/14,
4035,11860,150,40,1,122,2023-08-30 17:51:54,2024-06-05 14:14:39,,active,,West Texas Regional Office,,,,,,https://www.disabilityrightstx.org,,Location is accessible to people with disabilities,,806-765-7794,Regional Office,,,,,,,,,,,47438,No Physical Address,,,,,,US,,0,0,47437,,,,,TX,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/06/05,Program Specialist I,web verified - SAL 09/20/2021,,,,,,,2023/06/14,
4035,11861,150,40,1,122,2023-08-30 17:51:54,2024-06-05 14:13:15,,active,,El Paso Regional Office,,,,,,https://www.disabilityrightstx.org,,Location is accessible to people with disabilities,,915-542-0585,Regional Office,,,,,,,,,,,47442,No Physical Address,,,,,,US,,0,0,47441,,,,,TX,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/06/05,Program Specialist I,web verified - SAL 09/20/2021,,,,,,,2023/06/14,
4040,11863,150,40,1,122,2023-08-30 17:51:55,2023-12-20 14:26:57,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,47450,3000 Potomac Ave,,Alexandria,Alexandria City,VA,22305,US,,38.83309,-77.04821,47449,3000 Potomac Ave,,Alexandria,,VA,22305,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/12/20,Program Specialist I,,,,,,2022/12/15,,2022/12/15,
4042,11865,150,40,1,122,2023-08-30 17:51:55,2024-07-23 16:59:07,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,47458,860 Dolwick Dr,,Erlanger,Kenton,KY,41018,US,,39.03738,-84.59813,47457,PO Box 14301,,Cincinnati,,OH,45250,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/07/23,Program Specialist I,web verified - mkr 9/22/2020,,,,,,2023/07/26,2023/07/26,
4050,11872,150,25,1,150,2023-08-30 17:51:57,2023-08-31 16:12:21,,active,,Dianne Long,,,,,,,,,,,,,,,,,,,,,,47486,1 UWGH Blvd,,Houston,Harris,TX,77001,US,,29.7194,-95.22285,47485,,,,,,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,2019/06/10,,,
4050,11873,150,25,1,150,2023-08-30 17:51:57,2023-08-31 16:12:21,,active,,Lupita Vasquez,,,,,,,,,,,,,,,,,,,,,,47490,1 Community Council of the RGV Rd,,Weslaco,Hidalgo,TX,78596,US,,26.159631,-97.98895,47489,,,,,,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,2019/06/10,,,
4050,11874,150,25,1,150,2023-08-30 17:51:58,2023-08-31 16:12:21,,active,,Margie Resendez,,,,,,,,,,,,,,,,,,,,,,47494,1 City of El Paso Dr,,El Paso,,TX,79835,US,,31.928903,-106.591809,47493,,,,,,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,2019/06/10,,,
4058,11886,150,20,1,117,2023-08-30 17:52:01,2023-10-25 04:57:04,,active,,Dispute Resolution Center,DRC; Austin Dispute Resolution Center,512-371-7411,,,,,contact@austindrc.org,Location is accessible to people with disabilities,,512-371-0033,Office Phone,,512-279-1905,Spanish Speaker Line,Mediation Case Manager Fluent in Spanish,,,,,,,47542,5407 N IH-35,Ste 410,Austin,Travis,TX,78723,US,,30.307418,-97.683871,47541,12516 Rampart,,Austin,,TX,78727,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/10/31,Office Manager,10/31/2022 se web update10/19/2021 se web update8/20/19 ch - Annual update completed over the phone,Located in Capital Plaza on the 4th floor of the Chase building,,,,,,2022/10/31,
4067,11895,150,84,1,122,2023-08-30 17:52:04,2024-03-15 12:45:16,,active,,Travis Flats,,,,,,,manager.travisflats@dmacompanies.com,Location is accessible to people with disabilities,,512-220-2638,Office,,,,,,,,,,,47578,5310 Helen St,Travis Flats,Austin,Travis,TX,78751,US,,30.30813,-97.72677,47577,5310 Helen St,,Austin,,TX,78751,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/02/23,,"2/23/2024 LT phone update
11/30/2023 LT quarterly web update
8/11/2023 LT web update 
8/29/2022 LT created via website",,,,,2022/08/29,2024/02/23,2024/02/23,
4067,11896,150,84,1,122,2023-08-30 17:52:04,2024-03-15 12:45:34,,active,,Wildflower Terrace,,855-230-1221,,,,,manager.wildflower@dmacompanies.com,Location is accessible to people with disabilities,,512-843-3801,Office,,,,,,,,,,,47582,3801 Berkman Dr.,Wildflower Terrace,Austin,Travis,TX,78723,US,,30.307418,-97.683871,47581,3801 Berkman Dr.,,Austin,,TX,78723,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/02/23,,"2/23/2024 LT phone update
11/30/2023 LT quarterly web update
8/11/2023 LT web update 
08/29/2022 LT created via website",,,,,2022/08/29,2024/02/23,2024/02/23,
4067,11897,150,84,1,122,2023-08-30 17:52:05,2024-03-15 12:27:30,,active,,Aldrich 51,,,,,,,aldrich51@dmacompanies.com,Location is accessible to people with disabilities,,512-904-0501,Aldrich 51,Call during business hours,,,,,,,,,,47586,2604 Aldrich St,Aldrich 51,Austin,Travis,TX,78723,US,,30.307418,-97.683871,47585,2604 Aldrich St,,Austin,,TX,78723,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/02/23,Resident Relations Coordinator,"2/23/2024 LT phone update
11/30/2023 LT quarterly web update
8/11/2023 LT web update 
08/29/22 LT created via website",,,,,2022/06/30,2024/02/23,2024/02/23,2022/06/30
4067,36105,150,84,1,122,2023-08-31 12:58:33,2024-03-15 12:43:50,,active,,Talavera Lofts,,,,,,,manager.talavera@dmacompanies.com,Location is accessible to people with disabilities,,512-428-4855,Office,,,,,,,,,,,144409,413 Navasota Street,Talavera Lofts,Austin,Travis,TX,78702,US,,30.2653,-97.715271,144408,413 Navasota Street,,Austin,,TX,78702,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/02/23,,"2/23/2024 LT phone update
11/30/2023 LT quarterly web update
8/11/2023 LT web update; added email",,,,,2022/08/29,2024/02/23,2024/02/23,
4067,36106,150,84,1,122,2023-08-31 12:58:33,2024-03-15 12:44:20,,active,,The Ladybird,,,,,,,info@dmacompanies.com,Location is accessible to people with disabilities,,737-238-3525,Office,,,,,,,,,,,144413,1320 Art Dilly Drive,The Ladybird,Austin,Travis,TX,78702,US,,30.2653,-97.715271,144412,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/02/23,,"2/23/2024 LT phone update
8/11/2023 LT created per update",,,,,2023/08/11,2024/02/23,2024/02/23,
4067,36107,150,84,1,122,2023-08-31 12:58:33,2024-03-15 12:44:43,,active,,The Nightingale at Goodnight Ranch,,,,,,,nightingale@dmacompanies.com,Location is accessible to people with disabilities,,,Office,,,,,,,,,,,144417,5900 Charles Merle Drive,The Nightingale at Goodnight Ranch,Austin,Travis,TX,78747,US,,30.11826,-97.74954,144416,5900 Charles Merle Drive,,Austin,,TX,78747,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/02/23,,"2/23/2024 LT phone update
11/30/2023 LT quarterly web update
8/11/2023 LT web update 
08/29/22 LT created via website",,,,,2022/08/29,2024/02/23,2024/02/23,
4067,37086,122,84,1,122,2023-11-30 13:18:11,2024-03-15 12:40:36,,active,,Arbor Park,,,,,,,,Accessible for people with disabilities.,,512-674-0783,Arbor Park,,,,,,,,,,,146107,6306 McNeil Road,Arbor Park,Austin,Williamson,TX,78729,US,,30.4577459,-97.7199073,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,,,2024/02/23,,"2/23/2024 LT phone update
11/30/2023 LT created per website; new property",,,,,,2024/02/23,2024/02/23,
4072,11905,150,37,1,117,2023-08-30 17:52:07,2023-11-02 12:20:40,,active,,No Physical Site,,,,,,,,No Physical Site,,,,,,,,,,,,,,47618,104 W 9th St,Ste 205,Vancouver,Clark,WA,98660,US,,0,0,47617,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2022/10/21,Program Specialist I,No physical site available for users to go to - HL 11/1/2022,,,,,2022/10/26,,2022/10/21,2022/10/26
4073,36792,122,63,1,122,2023-10-19 14:47:26,2023-12-01 12:55:40,,active,,Dollar For,,,,,,https://dollarfor.org/,,n/a,24/7,,,,,,,,,,,,,146113,104 West 9th Street,,Austin,Travis,TX,78701,US,,30.2708621,-97.7417878,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,,,2023/12/01,,,,,,,,,2023/12/01,
4088,11923,150,53,1,122,2023-08-30 17:52:13,2024-01-31 12:25:42,,active,,Down Home Ranch,DHR,512-856-0256,,,,https://www.downhomeranch.org/,programs@downhomeranch.org,Location is accessible to people with disabilities,Administrative hours: Mon - Fri 9:00 am - 5:00 pm,512-856-0128,Office,,,,,,,,,,,47690,20250 FM 619,,Elgin,Bastrop,TX,78621,US,,30.32352,-97.37952,47689,20250 FM 619,,Elgin,Bastrop,TX,78621,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/01/31,Director of Client Services,1/31/24 sn - Completed via web update after multiple attempts to update with agency,,,,,,2024/01/31,2024/01/31,
4089,11924,150,77,1,122,2023-08-30 17:52:13,2024-04-09 11:26:56,,active,,Down Syndrome Association of Central Texas,,512-451-3110,,,,,,Location is accessible to people with disabilities,,512-323-0808,Office,,,,,,,,,,,47694,4006 North Lamar Boulevard,,Austin,Travis,TX,78756,US,,30.3085482,-97.7413117,47693,3710 Cedar St,Box 3,Austin,,TX,78705,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/04/09,Education and Outreach Manager,4/9/2024 MR updated via phone call with Jami. Previously 3710 Cedar St Ste 287. 6/14/21 sn - Completed via AV,,,,,2018/05/07,2024/04/09,2024/04/09,
4096,11933,150,53,1,122,2023-08-30 17:52:16,2024-06-14 14:14:41,,active,,Dr. Eugene Clark Library,,512-398-8316,,,,https://www.clark-library-lockhart.org/,,Location is accessible to people with disabilities,"Mon, Wed, Fri 9:00 am - 6:00 pm; Tues & Thurs 9:00 am - 8:00 pm; Sat 9:00 am - 3:00 pm",512-398-3223,Library,,,,,,,,,,,47730,217 S Main St,,Lockhart,Caldwell,TX,78644,US,,29.8831341,-97.672382,47729,217 S Main St,,Lockhart,,TX,78644,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/06/14,,"6/14/24 sn - Completed via web update and sent em.

2023 note: 5 lifetime referrals.",,,,,,2024/06/14,2024/06/14,
4102,37448,122,77,1,122,2024-03-27 17:08:44,2024-03-27 17:09:21,,active,,The Dream Come True Foundation,,,,,,,,Location is accessible for people with disabilities.,,512-506-1385,The Dream Come True Foundation,,,,,,,,,,,146575,PO Box #5890,,,,,78763,US,,0,0,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,false,false,2024/03/27,,3/27/2024 MR added site.,,,,,2024/03/27,,2024/03/27,
4106,11943,150,58,1,122,2023-08-30 17:52:19,2024-03-19 13:00:39,,active,,Dress for Success Austin,,,,,,,austin@dressforsuccess.org,Location is accessible to people with disabilities,,512-389-3723,Office,,,,,,,,,,,47770,3000 South Interstate 35 Frontage Road,Suite 180,Austin,Travis,TX,78704,US,,30.2271732,-97.7458133,47769,3000 South Interstate 35 Frontage Road,Ste 180,Austin,Travis,TX,78704,US,,30.2271732,-97.7458133,"[""Active""]",,"[""South Central""]",,false,false,2024/03/19,Executive Director,"3/19/2024 se updated via phone with Maddie
1/5/2023 MR verified over the phone with Mia.10/10/2022 MR updated address per website. 1/5/2022 se web update9/29/2019 JK AV update with Mia Johns, new ED; removed  the need for a partner agency referral and information for Veterans and wives of Veterans",,,,,,2024/03/19,2024/03/19,
4109,11946,150,58,1,122,2023-08-30 17:52:20,2023-12-18 12:26:52,,active,,Dripping Springs Community Library,,,,,,,,Location is accessible to people with disabilities,,512-858-7825,Dripping Springs Library,,,,,,,,,,,47782,501 Sportsplex Dr,,Dripping Springs,Hays,TX,78620,US,,30.25026,-98.12016,47781,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/12/18,,"12/18/23 se web update
5/20/2021 jk web update5/27/2020 ch - Completed annual update based on website.",,,,,,2023/12/18,2023/12/18,
4111,11947,150,37,1,117,2023-08-30 17:52:20,2023-11-02 12:20:41,,active,,Dripping Springs Helping Hands,Helping Hands,,,,,,,Location is accessible to people with disabilities,,512-820-0476,Dripping Springs Helping Hands,,,,,,,,,,,47786,28708 Ranch Road 12,,Dripping Springs,Hays,TX,78620,US,,30.25026,-98.12016,47785,PO Box 804,,Dripping Springs,,TX,78620,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/07/14,,7/14/2023 MR updated over the phone with Melissa Herweck7/13/2021 se updated over phone with Anne,,,,,,2023/07/14,2023/07/14,
4111,11948,150,37,1,117,2023-08-30 17:52:20,2023-11-02 12:20:41,,active,,Dripping Springs United Methodist Church Foundry Building,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,47790,28900 Ranch Rd 12,,Dripping Springs,Hays,TX,78620,US,,30.20664,-98.08701,47789,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/05/01,Project Coordinator,5/1/2023 MR site for 2023 event per Carrie Gregory.,,,,,2023/05/01,,2023/05/01,
4112,11949,150,84,1,122,2023-08-30 17:52:21,2024-05-31 16:02:43,,active,,Administrative Office,,512-858-3099,,,,,,Location is accessible to people with disabilities,,512-858-3000,Administrative Line,,,,,,,,,,,47794,510 W Mercer St,,Dripping Springs,Hays,TX,78620,US,,30.25026,-98.12016,47793,PO Box 479,,Dripping Springs,,,78620,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/05/31,,"5/31/2024 LT web update 
5/23/2023 LT web update
5/13/2022 LT web update
4/12/2021 jk Web Update6/19/2020 JK Web Update",,,,,,2024/05/31,2024/05/31,
4118,11969,150,84,1,122,2023-08-30 17:52:26,2023-12-22 21:27:41,,active,,Drive a Senior - ATX,Drive A Senior -West Austin; Drive a Senior North Central Austin; DAS-TX,,,,,,,Location is accessible to people with disabilities,,512-472-6339,Office,,,,,,,,,,,47874,2601 Exposition Blvd,,Austin,Travis,TX,78703,US,,30.291229,-97.764294,47873,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/12/22,Volunteer,"12/22/2023 LT email update 
12/5/2022 LT meeting update; added interactive map
12/8/2021 SC Moved program record for Drive a Senior North Central to Drive a Senior West to combine records due to merger of the agencies.6/8/2020 ch - Completed annual update over the phone with Beverly, Volunteer.",,,,,,2023/12/22,2023/12/22,
4120,11970,150,20,1,117,2023-08-30 17:52:27,2023-10-25 04:57:04,,active,,Drive a Senior Austin,Drive a Senior ATX North Austin Office,,,,,,,Location is accessible to people with disabilities,,512-453-2273,Office Line,,512-944-8719,Text Line,,,,,,,,47878,901 Braker Ln,Ste 131,Austin,Travis,TX,78758,US,,30.2653,-97.715271,47877,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2021/02/07,Service Coordinator,2/7/2021 JK AV Update; not sure if they will keep office here or not after merger,Located in the Vincentian Family Center's office suites next to McBee Elementary,,,,,,2021/02/07,
4121,11971,150,25,1,150,2023-08-30 17:52:27,2023-08-31 16:12:27,,active,,Drive a Senior - Northeast Austin,"rs, Drive a Senior NE",,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,47882,6100 Berkman Dr,,Austin,Travis,TX,78723,US,,30.307418,-97.683871,47881,,,,,TX,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2016/04/06,Volunteer Recruiter,,,,,,,,2016/04/06,
4122,11972,150,424,1,122,2023-08-30 17:52:27,2024-08-27 11:57:08,,active,,Drive a Senior Nothwest - Hope Presbyterian Church,,,,,,,,Location is accessible to people with disabilities,,512-250-5021,Office,,,,,,,,,,,47886,11512 Olson Dr.,,Austin,Travis,TX,78750,US,,30.41436,-97.797264,47885,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2024/08/23,Service Coordinator,"8/23/24 TP annual phone update 
8/11/23 LT phone update 
8/26/22 lt email update 
8/23/21 se phone update",,,,,,2023/08/16,2023/08/11,
4127,11977,150,40,1,122,2023-08-30 17:52:29,2024-04-19 10:57:24,,active,,No Physical Site,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,47906,No Physical Site,,,,,,US,,0,0,47905,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/04/19,National & Statewide Resources Coordinator,,,,,,2022/07/29,,2022/07/29,2022/07/29
4128,11978,150,37,1,117,2023-08-30 17:52:29,2023-11-02 12:20:42,,active,,Serenity Wellness Center,,,,,,,serenityeducationcenter@gmail.com,Location is accessible to people with disabilities,,512-945-3060,Office,,,,,,,,,,,47910,6633 E Hwy 290,Ste 103,Austin,Travis,TX,78723,US,,30.320415,-97.69298,47909,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/04/18,,4/18/2022 se web update4/6/2021 se updated via website,,,,,2015/11/19,,2022/04/18,
4151,36947,117,37,1,117,2023-11-21 13:15:14,2023-11-21 13:15:14,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145581,,,,,,,US,,0,0,145580,,,,,,,US,,0,0,,,,,,,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,,
4151,37022,117,40,1,122,2023-11-21 13:30:08,2024-01-30 16:37:18,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145881,,,,,,,US,,0,0,145880,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/01/30,Program Specialist,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
